%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1738186811190345061,0,1738186811183395871,odom,base_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811228508632,1,1738186811223731129,odom,base_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010219750925898552,0.007978935725986958,-0.000859922613017261,-0.001039222115650773,0.00013820127060171217,-0.003106135642156005,0.007978935725986958,0.031183958053588867,0.0037071991246193647,-0.0025427185464650393,0.0017362367361783981,-0.009581103920936584,-0.0008599226712249219,0.0037071998231112957,0.06390471011400223,0.000434210553066805,0.02188694477081299,-0.00028593940078280866,-0.001039222115650773,-0.0025427183136343956,0.00043421052396297455,0.0016783463070169091,-0.00021369998285081238,0.0007574520423077047,0.0001382012851536274,0.0017362366197630763,0.021886946633458138,-0.00021369998285081238,0.007958470843732357,-0.00023416031035594642,-0.003106136107817292,-0.009581106714904308,-0.0002859394298866391,0.0007574521587230265,-0.00023416031035594642,0.003160392167046666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811284338219,2,1738186811272034592,odom,base_link,0.0021913889892881296,0.0031885506003313316,0.0032537967719204197,-0.000963725919549297,0.001576220525343782,0.0010415904089240906,0.9999977509227846,0.010789149440824986,0.011223385110497475,0.0004146165738347918,-0.0011231857351958752,0.0005326057435013354,-0.0040079462341964245,0.011223385110497475,0.04173092916607857,0.002651012036949396,-0.002906219568103552,0.0012296055210754275,-0.012932824902236462,0.0004146165738347918,0.002651012036949396,0.07539942860603333,-5.443048576125875e-05,0.026432450860738754,0.0002263175992993638,-0.001123185851611197,-0.002906219568103552,-5.4430467571364716e-05,0.001697857165709138,-0.00031765352468937635,0.0008561783470213413,0.0005326056852936745,0.0012296055210754275,0.026432450860738754,-0.0003176534955855459,0.00972677767276764,-2.664961584741832e-07,-0.0040079462341964245,-0.012932824902236462,0.00022631758474744856,0.0008561784052290022,-2.664926057605044e-07,0.004222409799695015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811382186980,3,1738186811373179250,odom,base_link,0.0027839969253910463,0.0043500431654066914,0.00030391283123595977,-0.0016746559632045336,0.0002848566055812455,0.004490924380419052,0.9999884729247276,0.010654659941792488,0.01134558580815792,0.0009275302290916443,-0.001189480535686016,0.0007884944207035005,-0.004089483991265297,0.01134558580815792,0.04390003904700279,0.005834890529513359,-0.003137382445856929,0.0025934467557817698,-0.01349808182567358,0.0009275300544686615,0.005834890529513359,0.07012517750263214,0.0007329244981519878,0.02422512136399746,-0.0009861820144578815,-0.001189480652101338,-0.003137382445856929,0.0007329246727749705,0.001772477524355054,-0.00012143783533247188,0.0009399309637956321,0.0007884943624958396,0.0025934469886124134,0.02422511763870716,-0.0001214378498843871,0.008845113217830658,-0.0005113323568366468,-0.00408948352560401,-0.013498080894351006,-0.0009861820144578815,0.000939931022003293,-0.0005113323568366468,0.004361934959888458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811417088378,4,1738186811411052701,odom,base_link,0.00512966344640427,0.004861686727506997,0.001461101377633137,-0.002511175913889501,-0.0012663947652489483,0.005731192719221766,0.9999796216272826,0.011760557070374489,0.012250572443008423,-0.000746031932067126,-0.0012273124884814024,0.00020223493629600853,-0.00442005880177021,0.012250571511685848,0.044097766280174255,0.0017362413927912712,-0.0030989113729447126,0.0011279771570116282,-0.013597342185676098,-0.000746031932067126,0.0017362410435453057,0.07581403851509094,0.0004316401609685272,0.026081547141075134,0.0003595029702410102,-0.0012273126048967242,-0.0030989106744527817,0.0004316401027608663,0.0018079481087625027,-0.00022474124853033572,0.0009286415297538042,0.00020223493629600853,0.0011279770405963063,0.026081547141075134,-0.0002247412339784205,0.00946003943681717,-3.3856566005852073e-05,-0.004420058336108923,-0.013597340323030949,0.00035950294113717973,0.0009286415879614651,-3.3856566005852073e-05,0.004412400536239147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811484236407,5,1738186811478922164,odom,base_link,0.00365006483438424,0.001750001687643566,-0.0014673085936864605,-0.004452006791056998,-0.0040143341502276155,0.008503977940538386,0.9999458720931097,0.014839896000921726,0.01754111610352993,-0.003312532790005207,-0.0013315891847014427,-0.0008416593773290515,-0.00612778402864933,0.01754111424088478,0.057536136358976364,-0.0023953537456691265,-0.003089392790570855,-0.0005805576220154762,-0.017797349020838737,-0.003312532790005207,-0.00239535397849977,0.08929890394210815,0.0004523032403085381,0.030453316867351532,0.0018592514097690582,-0.0013315890682861209,-0.0030893925577402115,0.00045230332762002945,0.0019325866596773267,-0.00020966307783965021,0.0009483668836764991,-0.0008416594355367124,-0.0005805576802231371,0.030453315004706383,-0.00020966307783965021,0.01090304460376501,0.000571756565477699,-0.0061277844943106174,-0.017797347158193588,0.0018592511769384146,0.0009483667672611773,0.0005717566818930209,0.005745157599449158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811549378005,6,1738186811545224898,odom,base_link,0.0030535451223330156,0.00025783550940820625,-0.0022344771636957856,-0.006825199393560814,-0.004230057050607419,0.01057808270539681,0.9999118098296793,0.014912161976099014,0.017893683165311813,-0.003734598634764552,-0.001349041354842484,-0.0010246849851682782,-0.006177007220685482,0.017893681302666664,0.05901976674795151,-0.0012235336471349,-0.003101066453382373,-0.0001948043645825237,-0.018321121111512184,-0.0037345984019339085,-0.0012235335307195783,0.08877383172512054,0.00041936771594919264,0.030085552483797073,0.0013558901846408844,-0.0013490411220118403,-0.003101066453382373,0.0004193677450530231,0.0019013123819604516,-0.00017704933998174965,0.0009800258558243513,-0.0010246851015836,-0.00019480437913443893,0.030085550621151924,-0.00017704938363749534,0.010676861740648746,0.0003960388421546668,-0.006177006755024195,-0.018321122974157333,0.001355889835394919,0.0009800259722396731,0.0003960389003623277,0.0059072524309158325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811612441390,7,1738186811607187810,odom,base_link,0.003912810203295872,0.001610862987843916,-0.0028100075725093175,-0.010282469621748173,-0.0029925224365669007,0.01308049841882041,0.9998570978840227,0.013627417385578156,0.016016410663723946,-8.444198465440422e-05,-0.0014503493439406157,0.0004451463755685836,-0.005539087112993002,0.016016412526369095,0.05865452066063881,0.0020481881219893694,-0.003742384724318981,0.0012327998410910368,-0.018003202974796295,-8.444193372270092e-05,0.0020481878891587257,0.08002759516239166,-0.00039459584513679147,0.02752167358994484,0.0002654748095665127,-0.0014503495767712593,-0.0037423844914883375,-0.0003945958742406219,0.002085884567350149,-0.0005364116514101624,0.0011180569417774677,0.0004451463173609227,0.0012327999575063586,0.02752167172729969,-0.0005364116514101624,0.010023167356848717,-6.490427040262148e-05,-0.005539087578654289,-0.018003202974796295,0.00026547478046268225,0.0011180569417774677,-6.490429950645193e-05,0.0057678259909152985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811680139103,8,1738186811675211329,odom,base_link,0.0031116045662307732,0.0008505168771918499,-0.0015358406327801776,-0.013355454504987487,-0.0016999697905318043,0.012997330857586378,0.9998248903324298,0.013480603694915771,0.01566641591489315,-0.000558539992198348,-0.0013865161454305053,0.00019668368622660637,-0.005457327701151371,0.01566641591489315,0.0549333356320858,0.0012713700998574495,-0.003190093208104372,0.000794365769252181,-0.016906000673770905,-0.0005585399339906871,0.0012713702162727714,0.08081851154565811,8.572630031267181e-05,0.027605371549725533,0.0005732617573812604,-0.0013865160290151834,-0.0031900929752737284,8.572622027713805e-05,0.0019435664871707559,-0.00032642719452269375,0.0009669388527981937,0.00019668368622660637,0.0007943655364215374,0.027605371549725533,-0.00032642719452269375,0.009945185855031013,8.976158278528601e-05,-0.005457328166812658,-0.016906002536416054,0.0005732618155889213,0.0009669389692135155,8.976161188911647e-05,0.005432958714663982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738186811753638214,9,1738186811745244895,odom,base_link,0.005578762545795875,0.007833591132971609,0.002498383595478158,-0.011639468667614044,-0.00144236948400216,0.010168647385711311,0.9998795132163438,0.014823922887444496,0.016829874366521835,-0.0023658357094973326,-0.0016169787850230932,-0.00024457022664137185,-0.005977422930300236,0.016829874366521835,0.05126946046948433,-0.001338400412350893,-0.003791235154494643,0.00027491210494190454,-0.0160119216889143,-0.002365835476666689,-0.0013384005287662148,0.08075382560491562,-0.00038839384797029197,0.027987409383058548,0.0013816343853250146,-0.0016169787850230932,-0.003791235387325287,-0.00038839384797029197,0.0020695608109235764,-0.0005705865332856774,0.001139483880251646,-0.00024457022664137185,0.0002749121922533959,0.027987409383058548,-0.0005705865332856774,0.010245271027088165,0.00025083497166633606,-0.0059774224646389484,-0.0160119216889143,0.0013816343853250146,0.0011394837638363242,0.0002508349425625056,0.005239170975983143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
