%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1738186842269420286,30,1738186842147745436,map,1.2426960468292236,-0.2552410960197449,0.19509238004684448,0.06186666303971661,-0.1356962002209419,0.22523274315997344,0.9628235985135748,0.032293496098379254,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.022893249009823022,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04108013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.02432204696946889,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.027055235978756295,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.01870725419247566
1738186843318654774,31,1738186843210820020,map,1.4715418815612793,-0.14522840082645416,0.26435765624046326,0.11985527432588017,-0.2315809625652263,0.31036133625179474,0.9141558004511244,0.033293496098379255,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.023893249009823023,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04208013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.02532204696946889,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.028055235978756296,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.01970725419247566
1738186844317463239,32,1738186844219969570,map,1.537451982498169,0.03536277264356613,0.2920997142791748,0.10093729943339856,-0.24205683690813884,0.18527624828321201,0.9470442680417034,0.034293496098379256,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.024893249009823024,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04308013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.026322046969468892,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.029055235978756297,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.020707254192475662
1738186845398550220,33,1738186845280257919,map,1.5735929012298584,-0.0952741950750351,0.25331446528434753,0.05700338471601682,-0.1997373999110164,0.000528871436135494,0.9781898138857225,0.03529349609837926,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.025893249009823024,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04408013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.027322046969468893,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.030055235978756298,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.021707254192475663
1738186846402255779,34,1738186846281867824,map,1.5572450160980225,-0.20902694761753082,0.13488975167274475,0.05686927329780898,-0.049932724413111536,-0.11825789196491732,0.9900947863666052,0.03629349609837926,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.026893249009823025,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04508013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.028322046969468894,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.0310552359787563,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.022707254192475664
1738186847459367817,35,1738186847283149093,map,1.5372283458709717,-0.32831093668937683,0.056730762124061584,0.07194649614325886,0.0516228187623937,-0.21492550878758346,0.9726077377906377,0.03729349609837926,0.0020621913972604005,-0.006567015214484936,0.005046634081584501,0.0019182903454563489,0.00807003510043212,0.0020621913972604005,0.027893249009823026,-1.9912762149717352e-05,-0.00027691114575215646,6.195336411882826e-05,0.0019026992384013363,-0.006567015214484936,-1.9912762149717352e-05,0.04608013220978902,-0.014537328965514486,-0.004387114603101876,-0.005108588515307537,0.0050466340815845,-0.00027691114575215624,-0.014537328965514481,0.029322046969468895,-0.0004398352291620494,0.004324251798687147,0.001918290345456349,6.195336411882825e-05,-0.004387114603101875,-0.00043983522916204895,0.0320552359787563,3.796644203853391e-05,0.008070035100432122,0.0019026992384013367,-0.005108588515307536,0.004324251798687147,3.796644203853377e-05,0.023707254192475664
1738186848497854149,36,1738186848285217194,map,1.5016615390777588,-0.6817992329597473,0.034067075699567795,0.05763221703568039,0.09382570678449204,-0.19325035891743367,0.9749510554108546,0.02056391961752672,-0.0012925834374196425,-0.010120492846709692,0.00014158141591147854,0.0067560052416059295,-0.001123574828687028,-0.0012925834374196425,0.0315122507213501,0.0017187387522243993,-0.0034368639216283085,-0.001253083056933919,0.00898532822219844,-0.010120492846709692,0.0017187387522243991,0.05579807305474304,0.00021726484487956494,-0.0249313044427064,0.001111484742188244,0.00014158141591147846,-0.0034368639216283076,0.0002172648448795651,0.019201113600053308,0.0001587924796771069,0.0020145437467956355,0.006756005241605929,-0.001253083056933919,-0.0249313044427064,0.00015879247967710697,0.01949927890381144,-0.0007396782428958026,-0.001123574828687028,0.00898532822219844,0.0011114847421882438,0.002014543746795636,-0.0007396782428958028,0.010025706804138576
1738186849555138626,37,1738186849349073655,map,1.4376975297927856,-1.166870355606079,0.002092755399644375,0.03574798466465147,0.11420809763029507,-0.05147625252239548,0.9914780806423631,0.02556750852556862,0.006509155953749602,-0.012102195521153878,0.002303413008620121,0.007038163148293876,0.005847392337533788,0.006509155953749603,0.030792021030535324,0.004696560645712386,-0.004037517577357283,-0.0009197099395596874,0.008620720373713923,-0.01210219552115388,0.004696560645712385,0.06566400506037037,-0.01521202109555023,-0.02382860370439514,-0.0013840707884502524,0.0023034130086201227,-0.004037517577357283,-0.015212021095550234,0.018105288314128446,0.00018148246460936631,0.00225149294214043,0.007038163148293875,-0.0009197099395596868,-0.023828603704395136,0.0001814824646093654,0.01867711875246149,-0.0005517954668082671,0.005847392337533789,0.008620720373713921,-0.0013840707884502522,0.002251492942140429,-0.0005517954668082663,0.00916981010891189
1738186850533924624,38,1738186850349607663,map,1.6216437816619873,-1.4701824188232422,-0.015746064484119415,-0.016875039455783444,0.1296827001725166,0.15973237564130244,0.978459613590361,0.04107704414555737,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.024846346431859144,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.08740916009134969,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.018439085443046482,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.019082657943388988,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.009728409326969827
1738186851554954944,39,1738186851350481339,map,1.851659893989563,-1.7434359788894653,-0.031139647588133812,-0.06966921605999568,0.1378590872775322,0.3514480947418402,0.9233771144661475,0.04207704414555737,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.025846346431859145,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.08840916009134969,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.019439085443046483,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.02008265794338899,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.010728409326969827
1738186852501828601,40,1738186852350894994,map,2.1488680839538574,-1.767164945602417,-0.029874039813876152,-0.08689167290260633,0.14340883441409702,0.427671560895381,0.8882458933937447,0.043077044145557374,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.026846346431859146,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0894091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.020439085443046484,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.02108265794338899,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.011728409326969828
1738186853575235170,41,1738186853440736387,map,2.4366536140441895,-1.6435723304748535,-0.06797219812870026,-0.06134331056704657,0.1063406283971679,0.48265617664431565,0.8671630048299376,0.044077044145557374,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.027846346431859147,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0904091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.021439085443046485,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.02208265794338899,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.01272840932696983
1738186854655252629,42,1738186854480592682,map,2.526735305786133,-1.579636812210083,-0.11950068920850754,-0.1202973996701141,0.19995104501383634,0.4721271254959123,0.8500847812753439,0.045077044145557375,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.028846346431859148,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0914091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.022439085443046486,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.02308265794338899,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.01372840932696983
1738186855850424425,43,1738186855483009699,map,2.6243510246276855,-1.439918041229248,-0.01652938686311245,-0.08801125191672213,0.14339101548942593,0.4918575017183497,0.8542653158644076,0.046077044145557376,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.02984634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0924091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.023439085443046487,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.024082657943388992,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.014728409326969831
1738186856748050656,44,1738186856550588626,map,2.805922508239746,-1.283851981163025,0.12792809307575226,-0.10297224944842737,0.06434497066633676,0.622725877638285,0.7729611519370125,0.04707704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03084634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0934091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.024439085443046488,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.025082657943388993,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.015728409326969832
1738186857693157154,45,1738186857550885347,map,2.9067139625549316,-1.0116363763809204,0.2888999879360199,-0.1605404915639311,0.0695097387741017,0.6699048500636542,0.7215419219673159,0.04807704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03184634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0944091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.02543908544304649,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.026082657943388994,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.016728409326969833
1738186858674336817,46,1738186858553189965,map,2.92860746383667,-0.8683595061302185,0.34000033140182495,-0.2122496894504006,0.08100198069754905,0.6598925538259642,0.716191714579922,0.04907704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03284634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0954091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.02643908544304649,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.027082657943388995,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.017728409326969834
1738186859784917971,47,1738186859615928703,map,2.8294835090637207,-0.6173725128173828,0.3854387700557709,-0.26228184167757584,0.07313951351395881,0.6226202734578182,0.7336230791137943,0.05007704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03384634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0964091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.02743908544304649,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.028082657943388996,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.018728409326969835
1738186860796408976,48,1738186860681123527,map,2.5481152534484863,-0.4332737922668457,0.3490155339241028,-0.2503228336343546,0.10016456046877992,0.5436962774681239,0.7947955581816417,0.05107704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03484634643185915,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0974091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.02843908544304649,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.029082657943388997,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.019728409326969835
1738186861808239771,49,1738186861681307230,map,2.3624095916748047,-0.15435293316841125,0.3689159154891968,-0.23481067715973103,0.07681870002860647,0.534148257832063,0.8084853279289956,0.05207704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.035846346431859154,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0984091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.029439085443046492,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.030082657943388998,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.020728409326969836
1738186862802339598,50,1738186862683117530,map,2.1583657264709473,0.0661616101861,0.3500926196575165,-0.23648377253745617,0.08850950533478161,0.5126222377777908,0.8206460547088632,0.05307704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.036846346431859155,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.0994091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.030439085443046493,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.031082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.021728409326969837
1738186863860434894,51,1738186863747393730,map,1.9935837984085083,0.3576124906539917,0.35453641414642334,-0.21372989795373798,0.08539564146483584,0.486163288174337,0.8430138838372482,0.05407704414555738,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.037846346431859156,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.1004091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.031439085443046494,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.032082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.022728409326969838
1738186864914789843,52,1738186864812014957,map,1.7773019075393677,0.536617636680603,0.314007967710495,-0.19142659083139274,0.12006597755479127,0.43057922807557125,0.8738086628355896,0.055077044145557384,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.038846346431859156,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.1014091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.032439085443046495,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.033082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.02372840932696984
1738186865910695354,53,1738186865814932040,map,1.6240100860595703,0.7643093466758728,0.2582724988460541,-0.15502089086758158,0.1619110520055022,0.3358380433018261,0.914858536637426,0.056077044145557385,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.03984634643185916,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.1024091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.033439085443046496,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.034082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.02472840932696984
1738186866984647884,54,1738186866820664302,map,1.3377149105072021,0.7306570410728455,0.11488502472639084,-0.060318751369648586,0.20042034325491315,0.22191220079827545,0.952338331800136,0.057077044145557386,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.04084634643185916,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.1034091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.0344390854430465,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.035082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.02572840932696984
1738186867999083897,55,1738186867880630263,map,1.0648877620697021,0.827454149723053,0.015532401390373707,-0.01375356441038663,0.19619356755575934,0.06613011893480356,0.9782360385597485,0.05807704414555739,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.04184634643185916,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.1044091600913497,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.0354390854430465,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.036082657943389,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.02672840932696984
1738186869015344208,56,1738186868881110378,map,0.8419396877288818,0.8386973142623901,-0.06315144151449203,0.01787566152623429,0.17330210124368456,0.06790896161909367,0.982362059029246,0.05907704414555739,0.010272597058423504,-0.014313056730103144,0.004813288415031217,0.005328458650468968,0.01300457685844246,0.010272597058423504,0.04284634643185916,0.004488405579504411,-0.0026949231949832055,-9.055079600565624e-05,0.006285267030278259,-0.014313056730103142,0.004488405579504412,0.10540916009134971,-0.02961478974577043,-0.016696939598139084,-0.0047241109730357155,0.004813288415031215,-0.002694923194983206,-0.02961478974577043,0.0364390854430465,6.585872509240617e-05,0.002539454081006882,0.005328458650468967,-9.05507960056566e-05,-0.016696939598139084,6.585872509240661e-05,0.037082657943389004,-5.7852967308362764e-05,0.013004576858442458,0.00628526703027826,-0.0047241109730357155,0.002539454081006882,-5.785296730836234e-05,0.027728409326969843
1738186870106248846,57,1738186869883979876,map,0.6158701777458191,0.9361348152160645,-0.046965572983026505,0.028980650702807136,0.08381897040363756,-0.07539228595876318,0.9932021487274809,0.012880852863046511,-0.0006247315591763449,-0.0019188663847394033,-0.0017086218964164602,0.00036856021431084265,-0.0013735996453120482,-0.000624731559176345,0.011814799661471328,0.0009760464779958299,0.000873710070583259,-0.00020698586012242884,0.0005862565675903189,-0.0019188663847394035,0.0009760464779958299,0.024964649324690526,0.01089000241995755,-0.0050577151194018425,0.001915607734466148,-0.0017086218964164604,0.0008737100705832592,0.01089000241995755,0.014345603434358941,-0.00018175662529796397,0.0018001132030022215,0.00036856021431084276,-0.00020698586012242887,-0.005057715119401843,-0.00018175662529796427,0.014649050055876987,-0.0005199767161510874,-0.0013735996453120487,0.0005862565675903188,0.0019156077344661482,0.001800113203002222,-0.0005199767161510873,0.004645593915066047
1738186870531196689,58,1738186869883979876,map,0.6034756898880005,0.9369408488273621,-0.028028814122080803,0.013825054932549537,0.053972606595906955,-0.11800988437495813,0.9914481720053312,0.01259583303756054,-0.0004174154757173718,-0.0012802702791104737,-0.0011533170661621828,0.0001937814763375138,-0.001180927882251108,-0.00041741547571737177,0.011488542417528747,0.0004110335543007778,0.0003629843953435475,-5.313595062198053e-05,0.00038554498637360094,-0.0012802702791104737,0.00041103355430077774,0.024857606964324347,0.011437231926533882,-0.004002683103755434,0.0012064539060471456,-0.001153317066162183,0.0003629843953435476,0.011437231926533883,0.01295324955798191,-3.4367204970470635e-05,0.0011127660531506489,0.00019378147633751378,-5.313595062198052e-05,-0.004002683103755434,-3.43672049704706e-05,0.0130550776136581,-0.0001533616559422051,-0.001180927882251108,0.000385544986373601,0.0012064539060471459,0.001112766053150649,-0.0001533616559422051,0.0031196611300339386
1738186871117527505,59,1738186870895053897,map,0.5548237562179565,0.7953776121139526,0.053195469081401825,-0.01951729693028084,-0.05012577906777961,-0.13484949040713648,0.9894049291246769,0.010453009760650786,-7.55061693686149e-05,0.0008041014255582628,0.0009488055789268881,0.00020682338044692304,-0.00012674847381710387,-7.550616936861491e-05,0.010404873648763144,-0.0007189048504135828,-0.0007726173334168372,8.146863045993158e-05,0.0001004571260368704,0.000804101425558263,-0.0007189048504135828,0.019667086956904924,0.009059314070263072,-0.0032574966250862717,-0.0010302423183032009,0.000948805578926888,-0.0007726173334168371,0.009059314070263069,0.011717303938628933,2.754784709017586e-05,-0.001033872800960972,0.00020682338044692298,8.146863045993159e-05,-0.0032574966250862717,2.7547847090175693e-05,0.011831521845237976,0.00025956165562781967,-0.00012674847381710387,0.0001004571260368704,-0.0010302423183032009,-0.0010338728009609722,0.0002595616556278197,0.001919237361900111
